Date,Open,High,Low,Close,Adj Close,Volume
2018-04-02,41.65999984741211,42.23500061035156,41.11750030517578,41.66999816894531,39.96552658081055,150347200
2018-04-03,41.90999984741211,42.1875,41.220001220703125,42.09749984741211,40.375545501708984,121112000
2018-04-04,41.220001220703125,43.002498626708984,41.192501068115234,42.90250015258789,41.147613525390625,138422000
2018-04-05,43.14500045776367,43.557498931884766,43.02000045776367,43.20000076293945,41.43294906616211,107732800
2018-04-06,42.74250030517578,43.119998931884766,42.04999923706055,42.095001220703125,40.373146057128906,140021200
2018-04-09,42.470001220703125,43.272499084472656,42.462501525878906,42.51250076293945,40.77357482910156,116070800
2018-04-10,43.25,43.5,42.88249969482422,43.3125,41.54085159301758,113634400
2018-04-11,43.057498931884766,43.47999954223633,42.92499923706055,43.11000061035156,41.34663391113281,89726400
2018-04-12,43.352500915527344,43.75,43.2599983215332,43.53499984741211,41.754241943359375,91557200
2018-04-13,43.69499969482422,43.959999084472656,43.462501525878906,43.682498931884766,41.89570999145508,100497200
2018-04-16,43.75749969482422,44.04750061035156,43.70750045776367,43.95500183105469,42.157066345214844,86313600
2018-04-17,44.122501373291016,44.73500061035156,44.102500915527344,44.560001373291016,42.7373161315918,106421600
2018-04-18,44.45249938964844,44.70500183105469,44.220001220703125,44.459999084472656,42.641414642333984,83018000
2018-04-19,43.439998626708984,43.84749984741211,43.165000915527344,43.20000076293945,41.43294906616211,139235200
2018-04-20,42.650001525878906,42.80500030517578,41.35749816894531,41.43000030517578,39.7353515625,261964400
2018-04-23,41.70750045776367,41.72999954223633,41.022499084472656,41.310001373291016,39.62025833129883,146062000
2018-04-24,41.41749954223633,41.58250045776367,40.30500030517578,40.73500061035156,39.06877517700195,134768000
2018-04-25,40.654998779296875,41.35499954223633,40.602500915527344,40.912498474121094,39.239013671875,113528400
2018-04-26,41.029998779296875,41.432498931884766,40.842498779296875,41.05500030517578,39.37568283081055,111852000
2018-04-27,41.0,41.08250045776367,40.157501220703125,40.58000183105469,38.920127868652344,142623200
2018-04-30,40.532501220703125,41.814998626708984,40.459999084472656,41.314998626708984,39.62504959106445,169709600
2018-05-01,41.602500915527344,42.29999923706055,41.317501068115234,42.275001525878906,40.54579162597656,214277600
2018-05-02,43.807498931884766,44.4375,43.45000076293945,44.14250183105469,42.33689880371094,266157600
2018-05-03,43.970001220703125,44.375,43.61000061035156,44.22249984741211,42.41362380981445,136272800
2018-05-04,44.5625,46.0625,44.54249954223633,45.95750045776367,44.07765197753906,224805200
2018-05-07,46.29499816894531,46.91749954223633,46.1875,46.290000915527344,44.39655685424805,169805600
2018-05-08,46.247501373291016,46.55500030517578,45.91749954223633,46.51250076293945,44.609954833984375,113611200
2018-05-09,46.63750076293945,46.849998474121094,46.30500030517578,46.84000015258789,44.92405319213867,92844800
2018-05-10,46.935001373291016,47.592498779296875,46.912498474121094,47.5099983215332,45.566650390625,111957200
2018-05-11,47.372501373291016,47.51499938964844,46.86249923706055,47.147499084472656,45.39335250854492,104848800
2018-05-14,47.252498626708984,47.38249969482422,46.96500015258789,47.037498474121094,45.287445068359375,83115200
2018-05-15,46.69499969482422,46.76750183105469,46.275001525878906,46.61000061035156,44.8758430480957,94780800
2018-05-16,46.51750183105469,47.1150016784668,46.5,47.04499816894531,45.29466247558594,76732400
2018-05-17,47.0,47.227500915527344,46.59000015258789,46.747501373291016,45.008235931396484,69176000
2018-05-18,46.79750061035156,46.95249938964844,46.532501220703125,46.57749938964844,44.84455108642578,73190800
2018-05-21,47.0,47.317501068115234,46.727500915527344,46.907501220703125,45.16227722167969,73603200
2018-05-22,47.095001220703125,47.220001220703125,46.69499969482422,46.790000915527344,45.04914855957031,60962800
2018-05-23,46.587501525878906,47.125,46.439998626708984,47.09000015258789,45.337989807128906,80233600
2018-05-24,47.192501068115234,47.209999084472656,46.5525016784668,47.037498474121094,45.287445068359375,92936000
2018-05-25,47.057498931884766,47.412498474121094,46.912498474121094,47.14500045776367,45.39094543457031,69844000
2018-05-29,46.900001525878906,47.1875,46.717498779296875,46.974998474121094,45.227264404296875,90056400
2018-05-30,46.93000030517578,47.0,46.69499969482422,46.875,45.130985260009766,74762000
2018-05-31,46.80500030517578,47.057498931884766,46.53499984741211,46.717498779296875,44.97934341430664,109931200
2018-06-01,46.997501373291016,47.564998626708984,46.9375,47.560001373291016,45.79050827026367,93770000
2018-06-04,47.90999984741211,48.35499954223633,47.837501525878906,47.95750045776367,46.1732063293457,105064800
2018-06-05,48.26750183105469,48.48500061035156,48.09000015258789,48.32749938964844,46.52943420410156,86264000
2018-06-06,48.407501220703125,48.52000045776367,47.97999954223633,48.494998931884766,46.69071960449219,83734400
2018-06-07,48.53499984741211,48.54999923706055,48.084999084472656,48.3650016784668,46.5655517578125,85388800
2018-06-08,47.79249954223633,48.0,47.442501068115234,47.92499923706055,46.14191436767578,106627200
2018-06-11,47.837501525878906,47.99250030517578,47.5525016784668,47.807498931884766,46.02879333496094,73234000
2018-06-12,47.84749984741211,48.15250015258789,47.787498474121094,48.06999969482422,46.28152084350586,67644400
2018-06-13,48.10499954223633,48.220001220703125,47.61000061035156,47.67499923706055,45.90121841430664,86553600
2018-06-14,47.88750076293945,47.89250183105469,47.55500030517578,47.70000076293945,45.92528533935547,86440400
2018-06-15,47.50749969482422,47.540000915527344,47.064998626708984,47.209999084472656,45.453514099121094,246876800
2018-06-18,46.970001220703125,47.30500030517578,46.79999923706055,47.185001373291016,45.4294548034668,73939600
2018-06-19,46.28499984741211,46.58250045776367,45.86249923706055,46.42250061035156,44.69532012939453,134314000
2018-06-20,46.587501525878906,46.79999923706055,46.432498931884766,46.625,44.890281677246094,82514800
2018-06-21,46.8125,47.087501525878906,46.23500061035156,46.3650016784668,44.63997268676758,102847600
2018-06-22,46.529998779296875,46.537498474121094,46.17499923706055,46.22999954223633,44.509979248046875,108801600
2018-06-25,45.849998474121094,46.22999954223633,45.182498931884766,45.54249954223633,43.848060607910156,126652400
2018-06-26,45.747501373291016,46.63249969482422,45.6349983215332,46.10749816894531,44.39203643798828,98276800
2018-06-27,46.307498931884766,46.81999969482422,46.00749969482422,46.040000915527344,44.32705307006836,101141200
2018-06-28,46.025001525878906,46.5525016784668,45.95000076293945,46.375,44.64958953857422,69460800
2018-06-29,46.5724983215332,46.79750061035156,45.727500915527344,46.27750015258789,44.55571746826172,90950800
2018-07-02,45.95500183105469,46.82500076293945,45.85499954223633,46.79499816894531,45.0539665222168,70925200
2018-07-03,46.9474983215332,46.98749923706055,45.8849983215332,45.97999954223633,44.269283294677734,55819200
2018-07-05,46.314998626708984,46.602500915527344,46.06999969482422,46.349998474121094,44.625526428222656,66416800
2018-07-06,46.35499954223633,47.10749816894531,46.29999923706055,46.99250030517578,45.244110107421875,69940800
2018-07-09,47.375,47.66999816894531,47.32500076293945,47.64500045776367,45.87234115600586,79026400
2018-07-10,47.6775016784668,47.81999969482422,47.54499816894531,47.587501525878906,45.816978454589844,63756400
2018-07-11,47.125,47.44499969482422,46.90250015258789,46.970001220703125,45.22245788574219,75326000
2018-07-12,47.38249969482422,47.852500915527344,47.32749938964844,47.75749969482422,45.98065185546875,72164400
2018-07-13,47.77000045776367,47.959999084472656,47.724998474121094,47.83250045776367,46.0528678894043,50055600
2018-07-16,47.880001068115234,48.162498474121094,47.60499954223633,47.727500915527344,45.9517707824707,60172400
2018-07-17,47.4375,47.967498779296875,47.29999923706055,47.86249923706055,46.08174133300781,62138000
2018-07-18,47.94499969482422,47.95000076293945,47.48249816894531,47.599998474121094,45.82900619506836,65573600
2018-07-19,47.42250061035156,48.13750076293945,47.42250061035156,47.970001220703125,46.18524169921875,81147200
2018-07-20,47.94499969482422,48.10749816894531,47.54249954223633,47.86000061035156,46.079341888427734,82704800
2018-07-23,47.66999816894531,47.9900016784668,47.38999938964844,47.90250015258789,46.12025833129883,63957600
2018-07-24,48.11249923706055,48.415000915527344,48.01250076293945,48.25,46.4548225402832,74791600
2018-07-25,48.26499938964844,48.712501525878906,48.10749816894531,48.70500183105469,46.89290237426758,66839600
2018-07-26,48.65250015258789,48.9900016784668,48.40250015258789,48.5525016784668,46.74607467651367,76304000
2018-07-27,48.747501373291016,48.79750061035156,47.525001525878906,47.744998931884766,45.9686164855957,96096000
2018-07-30,47.974998474121094,48.04999923706055,47.26750183105469,47.477500915527344,45.71107482910156,84118000
2018-07-31,47.57500076293945,48.03499984741211,47.334999084472656,47.5724983215332,45.802528381347656,157492000
2018-08-01,49.782501220703125,50.439998626708984,49.32749938964844,50.375,48.50076675415039,271742800
2018-08-02,50.14500045776367,52.095001220703125,50.087501525878906,51.84749984741211,49.918479919433594,249616000
2018-08-03,51.75749969482422,52.185001373291016,51.369998931884766,51.997501373291016,50.062904357910156,133789600
2018-08-06,52.0,52.3125,51.76750183105469,52.26750183105469,50.32284927368164,101701600
2018-08-07,52.33000183105469,52.375,51.689998626708984,51.77750015258789,49.85108184814453,102349600
2018-08-08,51.51250076293945,51.95249938964844,51.130001068115234,51.8125,49.88478469848633,90102000
2018-08-09,52.38249969482422,52.44499969482422,51.79999923706055,52.220001220703125,50.27712631225586,93970400
2018-08-10,51.84000015258789,52.275001525878906,51.66749954223633,51.88249969482422,50.12736892700195,98444800
2018-08-13,52.32749938964844,52.73749923706055,51.92499923706055,52.217498779296875,50.45103454589844,103563600
2018-08-14,52.540000915527344,52.63999938964844,52.064998626708984,52.4375,50.66359329223633,82992000
2018-08-15,52.30500030517578,52.685001373291016,52.08250045776367,52.560001373291016,50.78194808959961,115230400
2018-08-16,52.9375,53.45249938964844,52.86750030517578,53.33000183105469,51.525901794433594,114001600
2018-08-17,53.36000061035156,54.48749923706055,53.290000915527344,54.39500045776367,52.55487060546875,141708000
2018-08-20,54.525001525878906,54.79499816894531,53.77750015258789,53.8650016784668,52.042808532714844,121150800
2018-08-21,54.20000076293945,54.29750061035156,53.50749969482422,53.7599983215332,51.94135284423828,104639200
2018-08-22,53.525001525878906,54.09000015258789,53.459999084472656,53.76250076293945,51.94377517700195,76072400
2018-08-23,53.662498474121094,54.26250076293945,53.650001525878906,53.872501373291016,52.050045013427734,75532800
2018-08-24,54.150001525878906,54.224998474121094,53.77750015258789,54.040000915527344,52.21188735961914,73905600
2018-08-27,54.287498474121094,54.685001373291016,54.08250045776367,54.48500061035156,52.64183044433594,82100400
2018-08-28,54.752498626708984,55.1349983215332,54.72999954223633,54.92499923706055,53.06694412231445,91107200
2018-08-29,55.037498474121094,55.872501373291016,54.852500915527344,55.744998931884766,53.85919952392578,109019200
2018-08-30,55.8125,57.064998626708984,55.599998474121094,56.25749969482422,54.35436248779297,195175200
2018-08-31,56.627498626708984,57.217498779296875,56.5,56.907501220703125,54.98237991333008,173360400
2018-09-04,57.102500915527344,57.29499816894531,56.657501220703125,57.09000015258789,55.15871047973633,109560400
2018-09-05,57.247501373291016,57.41749954223633,56.275001525878906,56.717498779296875,54.798805236816406,133332000
2018-09-06,56.557498931884766,56.837501525878906,55.32500076293945,55.775001525878906,53.88819122314453,137160000
2018-09-07,55.462501525878906,56.342498779296875,55.1775016784668,55.32500076293945,53.45341491699219,150479200
2018-09-10,55.23749923706055,55.462501525878906,54.11750030517578,54.58250045776367,52.73603439331055,158066000
2018-09-11,54.502498626708984,56.07500076293945,54.13999938964844,55.962501525878906,54.06934356689453,142996000
2018-09-12,56.23500061035156,56.25,54.959999084472656,55.26750183105469,53.39786148071289,197114800
